Milliseconds,GyroX,GyroY,GyroZ
0,0.551797603195739,-0.23302263648468707,0.35605858854860184
2.5510204081632653,0.5414114513981358,-0.2870838881491345,0.40346205059920104
5.1020408163265305,0.5049267643142477,-0.3155792276964048,0.45459387483355523
7.653061224489796,0.4655126498002663,-0.3267643142476698,0.4684420772303595
10.204081632653061,0.4197070572569907,-0.3374167776298269,0.4780292942743009
12.755102040816325,0.3709720372836218,-0.32170439414114516,0.44793608521970707
15.306122448979592,0.3171770972037284,-0.2910785619174434,0.42023968042609855
17.857142857142858,0.26524633821571236,-0.23621837549933422,0.3544607190412783
20.408163265306122,0.2159786950732357,-0.18801597869507325,0.2918774966711052
22.959183673469386,0.18801597869507325,-0.10785619174434088,0.2322237017310253
25.51020408163265,0.13262316910785618,-0.03781624500665779,0.15579227696404793
28.06122448979592,0.08868175765645805,0.05166444740346205,0.08841544607190413
30.612244897959183,0.06764314247669774,0.13581890812250333,0.03861517976031957
33.16326530612245,0.04633821571238349,0.18721704394141145,-0.013049267643142477
35.714285714285715,0.019973368841544607,0.25139813581890813,-0.045272969374167776
38.265306122448976,0.029027962716378163,0.28495339547270304,-0.05619174434087883
40.816326530612244,0.03754993342210386,0.3137150466045273,-0.055126498002663116
43.36734693877551,0.06551264980026632,0.3246338215712383,-0.04766977363515313
45.91836734693877,0.09267643142476698,0.34913448735019975,-0.034354194407456726
48.46938775510204,0.10838881491344873,0.3659121171770972,-0.019973368841544607
51.0204081632653,0.13288948069241013,0.37390146471371505,0.004260985352862849
53.57142857142857,0.16511318242343542,0.38162450066577897,0.029826897470039946
56.12244897959184,0.2047936085219707,0.38615179760319573,0.06231691078561918
58.6734693877551,0.23914780292942742,0.38348868175765644,0.08415446071904129
61.224489795918366,0.26311584553928097,0.35872170439414114,0.09800266311584555
63.775510204081634,0.29800266311584556,0.3747003994673768,0.10679094540612516
66.3265306122449,0.32916111850865515,0.36165113182423436,0.1107856191744341
68.87755102040816,0.3478029294274301,0.3472703062583222,0.10119840213049268
71.42857142857143,0.3659121171770972,0.329693741677763,0.10039946737683089
73.9795918367347,0.36431424766977366,0.30865512649800264,0.10359520639147803
76.53061224489795,0.3680426098535286,0.2892143808255659,0.09400798934753662
79.08163265306122,0.34247669773635153,0.2756324900133156,0.07989347536617843
81.63265306122449,0.32010652463382155,0.2633821571238349,0.06284953395472703
84.18367346938776,0.3046604527296937,0.2474034620505992,0.03382157123834887
86.73469387755102,0.2660452729693742,0.22956058588548603,0.012782956058588549
89.28571428571428,0.23675099866844207,0.20532623169107855,-0.012782956058588549
91.83673469387755,0.18828229027962717,0.17416777629826896,-0.03941411451398136
94.38775510204081,0.13981358189081225,0.1430093209054594,-0.07350199733688416
96.93877551020408,0.11158455392809587,0.11744340878828229,-0.10679094540612516
99.48979591836735,0.07083888149134487,0.09747003994673768,-0.1355525965379494
102.0408163265306,0.06577896138482024,0.08708388814913448,-0.162982689747004
104.59183673469387,0.05645805592543276,0.09693741677762982,-0.18508655126498003
107.14285714285714,0.04980026631158455,0.09187749667110519,-0.1896138482023968
109.6938775510204,0.040745672436751,0.10173102529960053,-0.20798934753661785
112.24489795918367,0.038348868175765646,0.11664447403462051,-0.2151797603195739
114.79591836734694,0.018109187749667112,0.13688415446071905,-0.2351531291611185
117.3469387755102,0.003195739014647137,0.13448735019973368,-0.25938748335552597
119.89795918367346,-0.01544607190412783,0.14434087882822902,-0.27430093209054596
122.44897959183673,-0.038348868175765646,0.1467376830892144,-0.2993342210386152
125,-0.05619174434087883,0.15952063914780293,-0.31131824234354194
127.55102040816327,-0.0729693741677763,0.16750998668442077,-0.32782956058588547
130.10204081632654,-0.08442077230359521,0.16910785619174434,-0.3456724367509987
132.6530612244898,-0.11025299600532623,0.17976031957390146,-0.3483355525965379
135.20408163265307,-0.12063914780292943,0.1773635153129161,-0.3520639147802929
137.75510204081633,-0.1499334221038615,0.1723035952063915,-0.36351531291611183
140.30612244897958,-0.1659121171770972,0.15765645805592543,-0.36165113182423436
142.85714285714286,-0.18988015978695072,0.166711051930759,-0.35126498002663115
145.40816326530611,-0.20319573901464713,0.15765645805592543,-0.35659121171770974
147.9591836734694,-0.22423435419440746,0.14141145139813582,-0.3525965379494008
150.51020408163265,-0.22689747003994673,0.13288948069241013,-0.3571238348868176
153.0612244897959,-0.22450066577896138,0.13129161118508656,-0.35392809587217045
155.6122448979592,-0.23541944074567245,0.1278295605858855,-0.325965379494008
158.16326530612244,-0.23834886817576564,0.12463382157123835,-0.3083888149134487
160.71428571428572,-0.2548601864181092,0.11744340878828229,-0.30679094540612517
163.26530612244898,-0.2673768308921438,0.08974700399467377,-0.30492676431424764
165.81632653061223,-0.2892143808255659,0.07163781624500666,-0.299866844207723
168.3673469387755,-0.3137150466045273,0.05193075898801598,-0.29267643142476696
170.91836734693877,-0.33528628495339546,0.024766977363515314,-0.2969374167776298
173.46938775510205,-0.36058588548601866,0.019973368841544607,-0.2721704394141145
176.0204081632653,-0.3930758988015979,0.010386151797603195,-0.24607190412782956
